county,date,medi_cal,unemployment,calfresh
Yuba,2014 Jan,24 352,13.1,5883
Yuba,2014 Feb,25 117,13.3,5877
Yuba,2014 Mar,26 142,13.3,5933
Yuba,2014 Apr,26 677,11.8,5935
Yuba,2014 May,27 046,10.6,5992
Yuba,2014 Jun,27 391,10.9,5994
Yuba,2014 Jul,27 721,11.3,6026
Yuba,2014 Aug,27 923,10.5,6045
Yuba,2014 Sep,28 106,9.6,6012
Yuba,2014 Oct,28 357,9.5,6011
Yuba,2014 Nov,28 576,10,5973
Yuba,2014 Dec,29 105,10.4,6038
Yuba,2015 Jan,29 695,11.3,6023
Yuba,2015 Feb,30 134,10.9,6059
Yuba,2015 Mar,30 378,10.5,6129
Yuba,2015 Apr,30 519,9.4,6167
Yuba,2015 May,30 513,9,6205
Yuba,2015 Jun,30 431,9.3,6299
Yuba,2015 Jul,30 677,9.2,6306
Yuba,2015 Aug,30 995,8.3,6349
Yuba,2015 Sep,31 370,7.7,6363
Yuba,2015 Oct,31 521,7.9,6405
Yuba,2015 Nov,31 525,8.7,6357
Yuba,2015 Dec,31 804,9.1,6345
Yuba,2016 Jan,32 230,10.1,6327
Yuba,2016 Feb,32 395,9.8,6344
Yuba,2016 Mar,32 436,10.1,6326
Yuba,2016 Apr,32 485,8.8,6272
Yuba,2016 May,32 524,7.8,6272
Yuba,2016 Jun,32 266,8.5,6155
Yuba,2016 Jul,32 461,8.6,6141
Yuba,2016 Aug,32 601,7.9,6215
Yuba,2016 Sep,32 647,7.6,6127
Yuba,2016 Oct,32 568,7.7,6061
Yuba,2016 Nov,32 495,7.9,6026
Yuba,2016 Dec,32 517,8.9,5983
Yuba,2017 Jan,32 918,9.5,6009
Yuba,2017 Feb,32 840,9.7,5897
Yuba,2017 Mar,32 969,8.9,5932
Yuba,2017 Apr,32 921,8,5947
Yuba,2017 May,32 745,6.9,5951
Yuba,2017 Jun,32 756,7.1,5983
Yuba,2017 Jul,32 830,7.4,6031
Yuba,2017 Aug,32 859,6.9,6036
Yuba,2017 Sep,32 859,6.1,6002
Yuba,2017 Oct,32 853,6,6014
Yuba,2017 Nov,32 841,6.3,5958
Yuba,2017 Dec,32 692,6.7,5989
Yuba,2018 Jan,32 928,7.6,6053
Yuba,2018 Feb,32 855,7.6,5981
Yuba,2018 Mar,32 793,7.4,6107
Yuba,2018 Apr,32 875,6.3,6045
Yuba,2018 May,32 869,5.7,5978
Yuba,2018 Jun,32 773,6.8,5980
Yuba,2018 Jul,32 383,6.5,5986
Yuba,2018 Aug,32 152,6,6000
Yuba,2018 Sep,32 115,5.5,6018
Yuba,2018 Oct,32 042,5.6,6090
Yuba,2018 Nov,31 941,5.9,6083
Yuba,2018 Dec,NA,6.6,6086
Yuba,2019 Jan,NA,8,6109
Yuba,2019 Feb,NA,7.7,917
Yuba,2019 Mar,NA,7.9,6066
Yuba,2019 Apr,NA,6.4,6020
Yuba,2019 May,NA,5.5,6028
Yuba,2019 Jun,NA,6.1,6471
Yuba,2019 Jul,NA,6.4,6723
Yuba,2019 Aug,NA,6,6886
Yuba,2019 Sep,NA,4.8,6936
Yuba,2019 Oct,NA,5.1,7023
Yuba,2019 Nov,NA,5.2,7017
Yuba,2019 Dec,NA,5.8,7019
Yuba,2020 Jan,NA,7,7013
Yuba,2020 Feb,NA,6.9,7057
Yuba,2020 Mar,NA,8.5,7080
Yuba,2020 Apr,NA,15.8,7463
Yuba,2020 May,NA,15.1,7701
Yuba,2020 Jun,NA,14.4,7777
Yuba,2020 Jul,NA,13.5,7512
Yuba,2020 Aug,NA,10.8,7356
Yuba,2020 Sep,NA,10.6,7233
Yuba,2020 Oct,NA,9.4,6981
Yuba,2020 Nov,NA,8.7,6870
Yuba,2020 Dec,NA,10.4,6744
Yuba,2021 Jan,NA,NA,NA
