activity,time,prop,prop_relative,prop_smooth
Golfing,2023-01-01T09:35:00Z,0.00174486865418264,0.7441607257098227,0.7503591597059249
Golfing,2023-01-01T09:40:00Z,0.00177420889169186,0.7566739039281497,0.7576675476189515
Golfing,2023-01-01T09:45:00Z,0.00181053865849068,0.7721680132188818,0.7691494532259963
Golfing,2023-01-01T09:50:00Z,0.00182563514652167,0.7786064425309572,0.7773692399672726
Golfing,2023-01-01T09:55:00Z,0.00183202885342891,0.7813332641519787,0.79521392920330225
Golfing,2023-01-01T10:00:00Z,0.00193606250494957,0.8257020809269711,0.8132630974454927
Golfing,2023-01-01T10:05:00Z,0.00195259734760999,0.8327539472575286,0.8312118346591694
Golfing,2023-01-01T10:10:00Z,0.00195828459844864,0.835179475793008,0.8383596032845562
Golfing,2023-01-01T10:15:00Z,0.0019863416327948,0.8471453868031318,0.8470146772672237
Golfing,2023-01-01T10:20:00Z,0.0020134792247511802,0.8587191692055309,0.8524548197607184
Golfing,2023-01-01T10:25:00Z,0.00199655187237175,0.8514999032734925,0.8621973470780615
Golfing,2023-01-01T10:30:00Z,0.0020548729188782,0.8763729687551614,0.8704931621051402
Golfing,2023-01-01T10:35:00Z,0.00207183398778106,0.8836066142867667,0.8815756898621672
Golfing,2023-01-01T10:40:00Z,0.00207450904462335,0.8847474865445735,0.8871442269393334
Golfing,2023-01-01T10:45:00Z,0.00209404335125892,0.8930785799866602,0.8969010963070402
Golfing,2023-01-01T10:50:00Z,0.0021404661593046,0.9128772223898868,0.9165555820675415
Golfing,2023-01-01T10:55:00Z,0.00221276343617915,0.9437109438260778,0.9414994293002167
Golfing,2023-01-01T11:00:00Z,0.0022695043866804,0.9679101216846855,0.9542300436206173
Golfing,2023-01-01T11:05:00Z,0.00223001636979831,0.9510690653510884,0.962483787568779
Golfing,2023-01-01T11:10:00Z,0.00227082226109655,0.9684721756705633,0.9657062348871408
Golfing,2023-01-01T11:15:00Z,0.00229217185805307,0.9775774636397707,0.9788519096520162
Golfing,2023-01-01T11:20:00Z,0.00232248621552995,0.9905060896457146,0.9850916555095269
Golfing,2023-01-01T11:25:00Z,0.00231471413786733,0.9871914132430957,0.9925658342962701
Golfing,2023-01-01T11:30:00Z,0.0023447470336711,1,0.9807409734742992
Golfing,2023-01-01T11:35:00Z,0.00223930729352228,0.9550315071798018,0.968462802166118
Golfing,2023-01-01T11:40:00Z,0.00222834652060604,0.9503568993185524,0.9534416906225744
Golfing,2023-01-01T11:45:00Z,0.0022390849134686,0.954936665369369,0.9530283505804423
Golfing,2023-01-01T11:50:00Z,0.00223639976000922,0.9537914870534056,0.9545397711311452
Golfing,2023-01-01T11:55:00Z,0.00223897821716471,0.9548911609706607,0.9627846902673182
Golfing,2023-01-01T12:00:00Z,0.0022970816625308,0.9796714227778884,0.9437296763392299
Golfing,2023-01-01T12:05:00Z,0.00210236219785588,0.8966264452691405,0.9326890311665997
Golfing,2023-01-01T12:10:00Z,0.00216131565710969,0.9217692254527701,0.9163111042745111
Golfing,2023-01-01T12:15:00Z,0.00218187537603708,0.9305376421016229,0.9294305667243248
Golfing,2023-01-01T12:20:00Z,0.00219464765984356,0.9359848326185815,0.9307918277741573
Golfing,2023-01-01T12:25:00Z,0.00217089109553563,0.9258530086022674,0.932666681355019
Golfing,2023-01-01T12:30:00Z,0.00219506354815396,0.9361622028442081,0.9183669116475192
Golfing,2023-01-01T12:35:00Z,0.00209405963203204,0.8930855234960822,0.912529655608474
Golfing,2023-01-01T12:40:00Z,0.00212983042918864,0.9083412404851318,0.9059893731384742
Golfing,2023-01-01T12:45:00Z,0.00214905762439125,0.9165413554342086,0.9126530587674097
Golfing,2023-01-01T12:50:00Z,0.00214093360336733,0.9130765803828886,0.9196465629029067
Golfing,2023-01-01T12:55:00Z,0.00217902442341866,0.9293217528916229,0.931447422559078
Golfing,2023-01-01T13:00:00Z,0.00223206771641198,0.9519439344027225,0.9125782281640665
Golfing,2023-01-01T13:05:00Z,0.00200820314061093,0.8564689971978541,0.8943583837966097
Golfing,2023-01-01T13:10:00Z,0.00205086164531503,0.8746622197892526,0.8674509079268112
Golfing,2023-01-01T13:15:00Z,0.00204279404372412,0.8712215067933271,0.8673294902601327
Golfing,2023-01-01T13:20:00Z,0.00200734905946959,0.8561047441978182,0.8581362927376331
Golfing,2023-01-01T13:25:00Z,0.00198619447745253,0.847082627221754,0.865494144557046
Golfing,2023-01-01T13:30:00Z,0.0020945509474074,0.893295062251566,0.8570266861321549
Golfing,2023-01-01T13:35:00Z,0.0019477869153961,0.830702368923145,0.8524682904574217
Golfing,2023-01-01T13:40:00Z,0.00195412962324264,0.8334074401975542,0.8339944579187716
Golfing,2023-01-01T13:45:00Z,0.00196460155527079,0.8378735646356155,0.830647191549473
Golfing,2023-01-01T13:50:00Z,0.00192424143672514,0.820660569815249,0.8200662534763966
Golfing,2023-01-01T13:55:00Z,0.00187970075376173,0.8016646259783252,0.8224123862982773
Golfing,2023-01-01T14:00:00Z,0.0019811048191949,0.8449119631012577,0.8088266042962425
Golfing,2023-01-01T14:05:00Z,0.00182867577057702,0.7799032238091447,0.804632745535962
Golfing,2023-01-01T14:10:00Z,0.00185020014009832,0.7890830496974837,0.7858440287083143
Golfing,2023-01-01T14:15:00Z,0.00184894045505056,0.7885458126183145,0.7854994843011953
Golfing,2023-01-01T14:20:00Z,0.00182625216214734,0.7788695905877879,0.7843562561737473
Golfing,2023-01-01T14:25:00Z,0.00184215839781639,0.7856533653151393,0.7862279851865946
Golfing,2023-01-01T14:30:00Z,0.00186210664820269,0.7941609996568566,0.7866862398179771
Golfing,2023-01-01T14:35:00Z,0.00182947563571014,0.7802443544819353,0.7892356807345199
Golfing,2023-01-01T14:40:00Z,0.00186009177989614,0.7933016880647675,0.7820929131394806
Golfing,2023-01-01T14:45:00Z,0.00181186269881068,0.7727326968717392,0.7788165406698179
Golfing,2023-01-01T14:50:00Z,0.00180642884182181,0.7704152370729471,0.7702412537358357
Golfing,2023-01-01T14:55:00Z,0.00179977114409214,0.7675758272628209,0.7707443185172803
Golfing,2023-01-01T15:00:00Z,0.00181540137777279,0.7742418912160731,0.7470719881843063
Golfing,2023-01-01T15:05:00Z,0.00163991196283684,0.6993982460740249,0.7226576049708306
Golfing,2023-01-01T15:10:00Z,0.00162803448623602,0.6943326776223937,0.7028429621147474
Golfing,2023-01-01T15:15:00Z,0.00167602040259263,0.7147979626478236,0.7168619858869869
Golfing,2023-01-01T15:20:00Z,0.00173852515605161,0.7414553173907436,0.7278471222050453
Golfing,2023-01-01T15:25:00Z,0.00170530658362474,0.7272880865765688,0.7368853144828792
Golfing,2023-01-01T15:30:00Z,0.00173959722619223,0.7419125394813251,0.7262631120525066
Golfing,2023-01-01T15:35:00Z,0.0016638060231326,0.709588710099626,0.7239564320195998
Golfing,2023-01-01T15:40:00Z,0.00168908084013038,0.7203680464778482,0.7113383624010869
Golfing,2023-01-01T15:45:00Z,0.00165083868226624,0.7040583306257867,0.709705995856627
Golfing,2023-01-01T15:50:00Z,0.00165232356329364,0.7046916104662457,0.704420411510271
Golfing,2023-01-01T15:55:00Z,0.00165190076547837,0.7045112934387803,0.7086557160865711
Golfing,2023-01-01T16:00:00Z,0.00168063083579216,0.7167642443546871,0.6825198807491688
Golfing,2023-01-01T16:05:00Z,0.00146847779615397,0.6262841044540393,0.6603944764236176
Golfing,2023-01-01T16:10:00Z,0.00149626533699504,0.6381350804621265,0.6350370179462382
Golfing,2023-01-01T16:15:00Z,0.00150226035915334,0.6406918689225489,0.638314837494951
Golfing,2023-01-01T16:20:00Z,0.00149153476914523,0.6361175631001775,0.6467026258724892
Golfing,2023-01-01T16:25:00Z,0.00155526706274692,0.6632984455947408,0.6578404062512956
Golfing,2023-01-01T16:30:00Z,0.001580606191668,0.6741052100589684,0.6559647771109126
Golfing,2023-01-01T16:35:00Z,0.00147834114155569,0.6304906756790286,0.6551147449132291
Golfing,2023-01-01T16:40:00Z,0.00154928773132479,0.6607483490016902,0.6514295854360688
Golfing,2023-01-01T16:45:00Z,0.00155468389140997,0.6630497316274874,0.657354672062799
Golfing,2023-01-01T16:50:00Z,0.0015200196294325,0.6482659355592194,0.6502210487598727
Golfing,2023-01-01T16:55:00Z,0.0014991081050882,0.6393474790929116,0.6554607094288383
Golfing,2023-01-01T17:00:00Z,0.00159154092784297,0.6787687136343838,0.6514178143212347
Golfing,2023-01-01T17:05:00Z,0.00149158093049951,0.6361372502364089,0.6535030250431572
Golfing,2023-01-01T17:10:00Z,0.00151377598005262,0.6456031112586786,0.6400483049657267
Golfing,2023-01-01T17:15:00Z,0.00149689718287168,0.6384045534020926,0.6405355773992542
Golfing,2023-01-01T17:20:00Z,0.00149500852227882,0.6375990675369914,0.6337765442307108
