country,trend_strength,spikiness,linearity,curvature,stl_e_acf1,stl_e_acf10
Qatar,0.9618965493591028,0.003414583099904736,31.273886887975916,19.89050140731008,0.2422412842139827,0.7133932582808432
Romania,0.9049886246931826,3.082207808545579e-5,5.100394733089903,0.05535070188888599,0.13919931930212529,0.2298048964254136
Russian Federation,0.942830746414229,1.7579321749376043e-4,11.026036860943188,2.2623937323252137,0.1621052223195765,0.1650158305980669
Rwanda,0.9606838133604054,1.9755078443628245e-13,0.12218882929261558,0.010405556342686976,0.31464375357210544,0.25831768984963777
Saudi Arabia,0.1639531599995947,0.001858330713574442,0.7408877590808839,0.7418271252138544,-0.06616415761151132,0.03319515823793536
Senegal,0.1639531599995947,2.023888718858293e-8,0.04256163722379547,0.042615600810157604,-0.0661641576115113,0.03319515823793537
Serbia,0.9195951732832794,6.3526377781397016e-6,3.135048558928751,2.5924182591473866,0.22978392185568033,0.2474517800195621
Sierra Leone,0.7835310442674925,1.1703691637916754e-10,-0.1141502011944073,0.05337508115333319,0.23777324066273275,0.3437123723015207
Singapore,0.9760686527903868,3.326861429931211e-5,15.83155529116361,-1.9006279617267792,0.10240715491816989,0.17653756531951295
Slovak Republic,0.9661559659638593,1.3690047834439307e-5,8.844663175343904,3.1973433570085854,0.010204109260465525,0.13199922545375015
Slovenia,0.9664672543745108,3.098137724649449e-5,10.086064414852153,3.4647767385946318,0.2622129420600245,0.2700854893911345
South Africa,0.16395315999959492,1.767232144398533e-4,0.41142915983002276,0.4119508078315234,-0.0661641576115113,0.03319515823793535
South Sudan,0.8222302316017411,3.182080262423217e-12,0.040273489638886384,0.04190769009480605,0.0760309460783105,0.16639630052333912
Spain,0.9841778449421319,1.2441588022838172e-7,4.783653302575867,-1.2768946629504696,0.3241511222661338,0.27439174561328433
Sri Lanka,0.9787714297104151,2.9876226075358764e-10,0.8907985208597217,0.4920523013998673,0.016617020396341588,0.15888053313290404
St. Lucia,0.9682913486051652,2.9518714567797746e-7,4.270684454577354,-1.2939389143424922,0.35570601967606985,0.578665067632414
Sudan,0.7820863547278507,6.679576457989415e-10,0.13567567012280607,0.13989081895162245,0.32205814471444394,0.34900089626138964
Suriname,0.9544048424811464,2.6149783975573932e-6,5.2064897441463005,3.631346507282871,0.29886150190097194,0.4450014672401654
Sweden,0.8949068219618529,1.1266515824581786e-6,-0.9456788563491767,-1.1222478391686868,0.1157538050336907,0.19492520919570025
Tajikistan,0.1639531599995947,6.093285896596743e-9,0.03152713868429294,0.03156711171122786,-0.0661641576115113,0.03319515823793536
Tanzania,0.9834255790313442,2.869521624843245e-12,0.33767401741292036,0.13078091838665498,0.08160404893912686,0.23861048089467582
Thailand,0.9890650860753013,9.47902517636239e-9,3.379528933560411,0.6475400245421944,0.34857048455284884,0.35710011846610046
Timor-Leste,0.1639531599995948,1.462997943772877e-9,0.02206899707900506,0.022096978197859503,-0.06616415761151132,0.033195158237935375
Togo,0.9630890418869934,7.645785074525164e-11,0.48690798740219116,0.2365695373006929,-0.07443719036774817,0.12801110879983704
Trinidad and Tobago,0.16395315999959492,0.0034848358910965944,0.866996313818056,0.8680955720587661,-0.06616415761151134,0.03319515823793538
Tunisia,0.9865533739755292,6.151994917697931e-9,2.272821440586015,-0.09992779942231364,-0.02701425671947231,0.10248651061370824
Turkey,0.9836084049780948,3.0557290150491e-8,3.528192379548002,0.3921625173907158,-0.01109244089395257,0.1552643876385109
Turkmenistan,0.1639531599995946,0.001266027307050387,0.6731044109096542,0.6739578350347145,-0.06616415761151129,0.033195158237935375
Uganda,0.9855124402944874,1.8748006989613312e-13,0.20184419754862426,0.08272465551320653,0.11322060656329387,0.18204505079004366
Ukraine,0.1639531599995947,2.6229597796403483e-5,0.2553698233427728,0.25569360486094567,-0.06616415761151127,0.03319515823793536
United Arab Emirates,0.9857743175703724,2.773682926490822e-4,28.542474564180957,-13.085654337709286,0.2321732454655811,0.31653863656281234
United Kingdom,0.894539166152838,2.7729828514103925e-7,-1.600861787767875,0.04632929459833579,0.23269128872390651,0.3356669198151
United States,0.9345099594440585,1.3124228166556525e-6,0.4099253816894779,-3.32889940177096,0.3174413002806639,0.34568495463472493
Uruguay,0.1639531599995947,1.5598811895287662e-6,0.12610855473717175,0.12626844684491145,-0.0661641576115113,0.03319515823793536
Uzbekistan,0.9483069864356138,4.4441822598403345e-6,4.6656779879802315,0.5603255176821906,0.21984138236303957,0.26654890710248674
"Venezuela, RB",0.963509278452479,1.5343046927329933e-7,3.1325060787378156,-1.2947321539577752,0.008926263400449296,0.15705301684177767
Vietnam,0.992688680892065,6.078342921066772e-10,1.7511547351460497,0.6867432667501785,0.3080572919903981,0.18284298832919968
"Yemen, Rep.",0.9815772349675799,7.130489670907922e-10,1.1998418837019789,0.396635405619134,0.2974774188768367,0.32839238884785277
Zambia,0.9300955640413737,4.707795593479666e-8,-0.869277166331449,0.22603556720966864,0.08891286389636617,0.09498982689361724
Zimbabwe,0.8667474984513779,2.1541032281588117e-9,-0.07656289108115483,-0.6067434428204657,0.07733128281810774,0.2596804837320528
